year,exported_at,FAC_NO,FAC_NAME,FAC_STR_ADDR,FAC_CITY,FAC_ZIP,FAC_PHONE,LICENSE_NO,LICENSE_STATUS,LIC_CAT,HHAH_LICEE_TOC,HHAH_MEDI_CAL_VISITS,HHAH_MEDICARE_VISITS,HOSPICE_PATS_PAID_BY_MEDI_CAL,HOSPICE_PATS_PAID_BY_MEDICARE,HOSPICE_MEDI_CAL_REVENUE,HOSPICE_MEDICARE_REVENUE,HOSPICE_TOT_OPER_REVENUE,HOSPICE_NET_INCOME
2024,2026-01-16T17:15:21Z,406195347,BALANCED CARE HOME HEALTH,"15125 VENTURA BLVD, STE 2-19",SHERMAN OAKS,91403,818-588-4450,550007930,Open,Home Health Agency,Investor - Corporation,0,0,,,,,,
2024,2026-01-16T17:15:21Z,406195348,"AVENUE HOME HEALTH, INC.","14402 HAYNES ST, STE 203",VAN NUYS,91401,818-858-0976,550007928,Open,Home Health Agency,Investor - Corporation,,229,,,,,,
2024,2026-01-16T17:15:21Z,406195349,"ALL4HEALTH HOME CARE, INC","225 E BROADWAY, STE 210C",GLENDALE,91205,747-321-2949,550007922,Open,Home Health Agency,Investor - Corporation,,389,,,,,,
2024,2026-01-16T17:15:21Z,406195350,"PERFECT ALLIANCE HOME HEALTH, INC.",11486 1/2 BURBANK BLVD,NORTH HOLLYWOOD,91601,800) 597-2207,550007983,Open,Home Health Agency,Investor - Corporation,0,1046,,,,,,
2024,2026-01-16T17:15:21Z,406195353,ONENESS HOME HEALTH CARE INC,"6740 VESPER AVE, STE 202",VAN NUYS,91405,818-809-2434,550007975,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406195354,"ONE TOUCH HOME HEALTH CARE, INC.","1110 N WESTERN AVE, STE 208",LOS ANGELES,90029,323-639-3339,550007967,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406195355,ARMMED,"615 LAS TUNAS DR, STE K",ARCADIA,91007,747-255-8496,550007982,Open,Home Health Agency,Investor - Corporation,,118,,,,,,
2024,2026-01-16T17:15:21Z,406195356,"ALIGNED HOME HEALTH CARE, INC","121 W LEXINGTON DR, STE L106E",GLENDALE,91203,818-900-6574,550007978,Open,Home Health Agency,Investor - Corporation,,18,,,,,,
2024,2026-01-16T17:15:21Z,406195357,SUNNY DAY HOME HEALTH CARE INC.,"671 W BROADWAY, UNIT 106",GLENDALE,91204,8183343331,550007986,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406195358,AAV HOME HEALTH INC,"3200 WILSHIRE BLVD, STE 902B",LOS ANGELES,90010,6192545473,550007949,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406195360,"FIRST LIGHT HOME HEALTH SERVICES, INC.","507 W FOOTHILL BLVD, UNIT A",MONROVIA,91016,8188506147,550007952,Open,Home Health Agency,Investor - Corporation,,374,,,,,,
2024,2026-01-16T17:15:21Z,406195364,WELLNESS MIND HOME HEALTH CARE,"209 E ALAMEDA AVE, STE 103",BURBANK,91502,(818) 588-3004,550007932,Open,Home Health Agency,Investor - Corporation,,2791,,,,,,
2024,2026-01-16T17:15:21Z,406195366,"PRESTIGE LIFE HOME HEALTH CARE, INC.","5311 TOPANGA CANYON BLVD, STE 208",WOODLAND HILLS,91364,7474449146,550007933,Open,Home Health Agency,Investor - Corporation,,878,,,,,,
2024,2026-01-16T17:15:21Z,406195367,AVANT GARDE HOME HEALTH CARE,"400 S GLENDALE AVE, STE N2",GLENDALE,91205,818-688-6868,550007946,Open,Home Health Agency,Investor - Corporation,,,,,,,,
2024,2026-01-16T17:15:21Z,406195370,"GRATITUDE HOME HEALTH, INC.","18625 SHERMAN WAY, STE 204B",RESEDA,91335,(747) 444-4925,550007947,Open,Home Health Agency,Investor - Corporation,,962,,,,,,
2024,2026-01-16T17:15:21Z,406195373,IMMENSE HOME HEALTH INC,"2000 W MAGNOLIA BLVD, STE 200",BURBANK,91506,7478955063,550007951,Open,Home Health Agency,Investor - Corporation,0,0,,,,,,
2024,2026-01-16T17:15:21Z,406195374,METRO HOME HEALTH CARE INC,"8660 WOODLEY AVE, UNIT 101A",NORTH HILLS,91343,8187092277,550007948,Open,Home Health Agency,Investor - Corporation,,1113,,,,,,
2024,2026-01-16T17:15:21Z,406195375,"COMCARE HOME HEALTH AGENCY, INC.","372 ARDEN AVE, STE 201A",GLENDALE,91203,8184579737,550007898,Open,Home Health Agency,Investor - Corporation,,1248,,,,,,
2024,2026-01-16T17:15:21Z,406195378,GLORY HOME HEALTH CARE,"19634 VENTURA BLVD, STE 200",TARZANA,91356,3238871054,550007909,Open,Home Health Agency,Investor - Corporation,0,644,,,,,,
2024,2026-01-16T17:15:21Z,406195382,HOT LINE HOMECARE,"16200 VENTURA BLVD, STE 407",ENCINO,91436,(310) 359-6971,550007987,Open,Home Health Agency,Investor - Corporation,,6101,,,,,,
2024,2026-01-16T17:15:21Z,406195383,MEDAID HOME HEALTH,"639 S GLENWOOD PL, STE 107A",BURBANK,91506,747 283 1745,550007965,Open,Home Health Agency,Investor - Individual,,409,,,,,,
2024,2026-01-16T17:15:21Z,406195384,"BELMONT HOME HEALTH CARE, INC","16661 VENTURA BLVD, STE 506",ENCINO,91436,8188551681,550006399,Open,Home Health Agency,Investor - Individual,0,5159,,,,,,
2024,2026-01-16T17:15:21Z,406195385,"ELTA HOME HEALTH CARE, INC","6454 VAN NUYS BLVD, STE 6",VAN NUYS,91401,8187562015,550006405,Open,Home Health Agency,Investor - Corporation,1,4440,,,,,,
2024,2026-01-16T17:15:21Z,406195386,"ESMERALDA HOME HEALTH, INC.",8123 FOOTHILL BLVD,SUNLAND,91040,6263801919,550006417,Open,Home Health Agency,Investor - Individual,0,2388,,,,,,
2024,2026-01-16T17:15:21Z,406195387,PRIMARY HOME HEALTH SERVICES INC.,"406 S GLENOAKS BLVD, STE A",BURBANK,91502,(818)736-5582,550006503,Open,Home Health Agency,Investor - Corporation,,1426,,,,,,
2024,2026-01-16T17:15:21Z,406195388,ALL WEATHER HOME HEALTH,"2063 S ATLANTIC BLVD, STE 2D",MONTEREY PARK,91754,(800) 366-9161,550008005,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406195389,"INTEGRATED HOME HEALTH CARE, INC.","6354 1/2 VAN NUYS BLVD, STE 101",VAN NUYS,91401,8186508053,550007995,Open,Home Health Agency,Investor - Corporation,0,1158,,,,,,
2024,2026-01-16T17:15:21Z,406195391,"IMPACT HOME HEALTH CARE, INC.","16430 VENTURA BLVD, STE 202A",ENCINO,91436,424-522-9900,550008043,Open,Home Health Agency,Investor - Corporation,,1256,,,,,,
2024,2026-01-16T17:15:21Z,406195392,BLESSINGS HOME HEALTH,"5657 WILSHIRE BLVD, STE 445",LOS ANGELES,90036,3233366872,550008049,Open,Home Health Agency,Investor - Corporation,,,,,,,,
2024,2026-01-16T17:15:21Z,406195393,"TENERA HOME HEALTH CARE, INC","1363 FOOTHILL BLVD, STE A & B",LA CANADA FLINTRIDGE,91011,818-928-1451,550007772,Open,Home Health Agency,Investor - Corporation,,,,,,,,
2024,2026-01-16T17:15:21Z,406195394,"HOLY LIGHT HOME HEALTH, INC.","14545 FRIAR ST, STE 362",VAN NUYS,91411,8183459069,550007764,Open,Home Health Agency,Investor - Corporation,0,1694,,,,,,
2024,2026-01-16T17:15:21Z,406195396,BLUE PACIFIC HOME HEALTH,"5658 SEPULVEDA BLVD, STE 210",VAN NUYS,91411,8189468787,550007765,Open,Home Health Agency,Investor - Corporation,0,639,,,,,,
2024,2026-01-16T17:15:21Z,406195397,CAMBRIA HOME HEALTH,"1315 S GRAND AVE, STE 201",GLENDORA,91740,626-387-9963,550007766,Open,Home Health Agency,Investor - Corporation,0,320,,,,,,
2024,2026-01-16T17:15:21Z,406195399,"ALL AMERICAN HOME HEALTH CARE, INC.","8485 GLENOAKS BLVD, STE 5",SUN VALLEY,91352,8188509157,550007856,Open,Home Health Agency,Investor - Corporation,,47,,,,,,
2024,2026-01-16T17:15:21Z,406195400,ASPET HOME HEALTH,"4605 LANKERSHIM BLVD, STE 601",NORTH HOLLYWOOD,91602,818-824-3373,550007863,Open,Home Health Agency,Investor - Corporation,,1880,,,,,,
2024,2026-01-16T17:15:21Z,406195401,"BREEZE HOME HEALTH CARE, INC.","5107 HOLLYWOOD BLVD, STE 101",LOS ANGELES,90027,3239779000,550007857,Open,Home Health Agency,Investor - Corporation,,370,,,,,,
2024,2026-01-16T17:15:21Z,406195402,"LOYAL HANDS HOME HEALTH CARE, INC.","825 COLORADO BLVD, STE 112",LOS ANGELES,90041,626-800-0117,550007865,Open,Home Health Agency,Investor - Corporation,,3333,,,,,,
2024,2026-01-16T17:15:21Z,406195404,"MEDCHOICE LA HOME HEALTH CARE, INC.","107 W HUNTINGTON DR, UNIT G",ARCADIA,91007,626-603-5075,550007864,Open,Home Health Agency,Investor - Corporation,,1843,,,,,,
2024,2026-01-16T17:15:21Z,406195405,MERIDIAN HOME HEALTH CARE INC.,"6356 VAN NUYS BLVD, STE 211",VAN NUYS,91401,(747) 264-1322,550007858,Open,Home Health Agency,Investor - Corporation,,257,,,,,,
2024,2026-01-16T17:15:21Z,406195406,"SANTE HOME HEALTH CARE, INC","225 E BROADWAY, STA 210B",GLENDALE,91205,(818) 660-0609,550007866,Open,Home Health Agency,Investor - Corporation,,264,,,,,,
2024,2026-01-16T17:15:21Z,406195407,"WHITE ROSE HOME HEALTH, INC.","7012 RESEDA BLVD, STE 201B",RESEDA,91335,(818) 967-5134,550007867,Open,Home Health Agency,Investor - Corporation,,500,,,,,,
2024,2026-01-16T17:15:21Z,406195408,"PRIMARY AID HOME HEALTH, INC.","14545 FRIAR ST, STE 349",VAN NUYS,91411,3237650000,550007859,Open,Home Health Agency,Investor - Corporation,0,2009,,,,,,
2024,2026-01-16T17:15:21Z,406195409,"JANUS HOME HEALTH, INC.","427 W COLORADO ST, STE 102A",GLENDALE,91204,(818) 660-6804,550007779,Open,Home Health Agency,Investor - Corporation,,2941,,,,,,
2024,2026-01-16T17:15:21Z,406195410,EXCELLING HOME HEALTH INC.,"3357 CAHUENGA BLVD W, STE 55",LOS ANGELES,90068,747-297-5292,550007770,Open,Home Health Agency,Investor - Corporation,,33,,,,,,
2024,2026-01-16T17:15:21Z,406195411,"BOUNTEOUS HOME HEALTH, INC.","6365 VAN NUYS BLVD, STE 2",VAN NUYS,91401,747-264-0036,550007778,Open,Home Health Agency,Investor - Corporation,,102,,,,,,
2024,2026-01-16T17:15:21Z,406195412,ENCORE HOME HEALTH,"1315 S GRAND AVE, STE 204",GLENDORA,91740,6265940286,550007762,Open,Home Health Agency,Investor - Corporation,0,0,,,,,,
2024,2026-01-16T17:15:21Z,406195416,"NEOMED HOME SERVICES, INC.","18340 VENTURA BLVD, STE 231",TARZANA,91356,818-938-9214,550007876,Open,Home Health Agency,Investor - Corporation,0,1037,,,,,,
2024,2026-01-16T17:15:21Z,406195418,"GOLDEN HORIZON HOME HEALTH CARE, INC.","4711 OAKWOOD AVE, STE 202A",LOS ANGELES,90004,(310) 507-1986,550007892,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406195419,"ASTER HOME HEALTH, INC.","5236 COLODNY DR, STE 208C",AGOURA HILLS,91301,7472017607,550007872,Open,Home Health Agency,Investor - Corporation,,2087,,,,,,
2024,2026-01-16T17:15:21Z,406195420,AREV HOME HEALTH INC,"11565 LAUREL CANYON BLVD, STE 201",SAN FERNANDO,91340,8186390020,550008029,Open,Home Health Agency,Investor - Corporation,,9,,,,,,
2024,2026-01-16T17:15:21Z,406195422,FOREVER YOUNG HOME HEALTH,"1055 E COLORADO BLVD, STE 5120",PASADENA,91106,818-371-7611,550008036,Open,Home Health Agency,Investor - Corporation,,392,,,,,,
2024,2026-01-16T17:15:21Z,406195423,RESPECTED HEALTHCARE SERVICES,"8932 RESEDA BLVD, STE 107",NORTHRIDGE,91324,8182846055,550008035,Open,Home Health Agency,Investor - Corporation,,23,,,,,,
2024,2026-01-16T17:15:21Z,406195425,S&A HOME HEALTH CARE,"5311 TOPANGA CANYON BLVD, STE 319",WOODLAND HILLS,91364,(800) 886-5409,550007888,Open,Home Health Agency,Investor - Corporation,,76,,,,,,
2024,2026-01-16T17:15:21Z,406195426,UNICAL HOME HEALTHCARE INC.,"1329 N HOLLYWOOD WAY, UNIT 200",BURBANK,91505,(818) 636-4095,550007870,Open,Home Health Agency,Investor - Corporation,0,168,,,,,,
2024,2026-01-16T17:15:21Z,406195429,"ORANGE HOME HEALTH, INC.","13735 VICTORY BLVD, STE 18",VAN NUYS,91401,(818) 532-5353,550007884,Open,Home Health Agency,Investor - Corporation,0,13355,,,,,,
2024,2026-01-16T17:15:21Z,406195430,AGAPI HOME HEALTH INC.,"6363 VAN NUYS BLVD, STE B",VAN NUYS,91401,8182529155,550007869,Open,Home Health Agency,Investor - Corporation,,,,,,,,
2024,2026-01-16T17:15:21Z,406195434,"BEKA HOME HEALTH CARE, INC.","15720 VENTURA BLVD, STE 240",ENCINO,91436,747-295-8038,550008103,Open,Home Health Agency,Investor - Corporation,0,160,,,,,,
2024,2026-01-16T17:15:21Z,406195437,"GOG HOME HEALTH, INC.","15125 VENTURABLVD, STE 2-22",SHERMAN OAKS,91403,(818) 624-6360,550008062,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406195441,"ALWAYS HERE HOME HEALTH CARE, INC.","4424 SANTA ANITA AVE, STE 205",EL MONTE,91731,626-672-0151,550008114,Open,Home Health Agency,Investor - Corporation,,2449,,,,,,
2024,2026-01-16T17:15:21Z,406195442,KIND HEARTED HOME HEALTH,"5657 WILSHIRE BLVD, STE 460",LOS ANGELES,90036,7472017344,550008076,Open,Home Health Agency,Investor - Corporation,,,,,,,,
2024,2026-01-16T17:15:21Z,406195445,"LUXOR HOME HEALTH, INC.","15600 DEVONSHIRE ST, STE 214",GRANADA HILLS,91344,6265574187,550008092,Open,Home Health Agency,Investor - Corporation,22,1431,,,,,,
2024,2026-01-16T17:15:21Z,406195446,"PALMY HOME HEALTH, INC.","15233 VENTURA BLVD, STE 1004",SHERMAN OAKS,91403,424-355-6606,550008101,Open,Home Health Agency,Investor - Corporation,,1001,,,,,,
2024,2026-01-16T17:15:21Z,406195447,"SILVER LINING HOME HEALTH CARE, INC.","353 E ANGELENO AVE, STE A",BURBANK,91502,(310) 694-1640,550008102,Open,Home Health Agency,Investor - Corporation,,12,,,,,,
2024,2026-01-16T17:15:21Z,406195450,"JAX HOME HEALTH, INC","230 N MARYLAND AVE, STE 301",GLENDALE,91206,7478779240,550008080,Open,Home Health Agency,Investor - Corporation,,4706,,,,,,
2024,2026-01-16T17:15:21Z,406195451,"RELIABLE HOME HEALTH SERVICES, INC.","3959 FOOTHILL BLVD, STE 302",GLENDALE,91214,(818) 518-9690,550008124,Open,Home Health Agency,Investor - Corporation,,312,,,,,,
2024,2026-01-16T17:15:21Z,406195453,A AND N HOME HEALTH CARE,"3857 FOOTHILL BLVD, STE 17",GLENDALE,91214,(800)779-5707,550008075,Open,Home Health Agency,Investor - Corporation,,181,,,,,,
2024,2026-01-16T17:15:21Z,406195454,SPEEDY CARE HOME HEALTH INC,"14664 VICTORY BLVD, STE 110",VAN NUYS,91411,818-983-9550,550008077,Open,Home Health Agency,Investor - Corporation,,2471,,,,,,
2024,2026-01-16T17:15:21Z,406195455,CERTIFIED HOME HEALTH CARE INC,"17050 CHATSWORTH ST, STE 245",LOS ANGELES,91344,(747)204-2274,550001347,Open,Home Health Agency,Investor - Corporation,0,1000,,,,,,
2024,2026-01-16T17:15:21Z,406195457,OXY HOME HEALTH SEREVICES INC,"18325 SHERMAN WAY, STE C",RESEDA,91335,8186008144,550008073,Open,Home Health Agency,Investor - Corporation,0,5876,,,,,,
2024,2026-01-16T17:15:21Z,406195459,MEDICUS COMMUNITY HOME HEALTH,16555A GAULT ST,VAN NUYS,91406,818-921-2576,550008079,Open,Home Health Agency,Investor - Corporation,,527,,,,,,
2024,2026-01-16T17:15:21Z,406195461,SIERRA HOME HEALTH CARE,17718 SIERRA HWY,CANYON COUNTRY,91351,661-523-7147,550008055,Open,Home Health Agency,Investor - Corporation,,1242,,,,,,
2024,2026-01-16T17:15:21Z,406195464,"PROMED HOME HEALTH CARE, INC.","1817 W AVENUE K, STE 207",LANCASTER,93534,6619412000,550007979,Closed,Home Health Agency,Investor - Corporation,,2266,,,,,,
2024,2026-01-16T17:15:21Z,406195465,LIFE OF HOPE HOME HEALTH,"671 W BROADWAY, STE 101",GLENDALE,91204,7472731233,550008106,Open,Home Health Agency,Investor - Corporation,,3348,,,,,,
2024,2026-01-16T17:15:21Z,406195466,"BRILLIANCE HOME HEALTH, INC.",3206 HONOLULU AVE,LA CRESCENTA,91214,747-255-7055,550008212,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406195468,"ATLANTIC HOME HEALTH CARE, INC.","490 S ROSEMEAD BLVD, STE 6",PASADENA,91107,626-800-0137,550007880,Open,Home Health Agency,Investor - Corporation,,433,,,,,,
2024,2026-01-16T17:15:21Z,406195469,MARVI HOME HEALTH INC,"3171 LOS FELIZ BLVD, STE 202C",LOS ANGELES,90039,(323) 741-0100,550007877,Open,Home Health Agency,Investor - Corporation,,1887,,,,,,
2024,2026-01-16T17:15:21Z,406195470,"LOUISE HOME HEALTH CARE, INC.","225 E BROADWAY, STE B101A",GLENDALE,91205,657-204-9255,550007883,Open,Home Health Agency,Investor - Corporation,0,3913,,,,,,
2024,2026-01-16T17:15:21Z,406195471,LIVING TREE HOME HEALTH,"5311 TOPANGA CANYON BLVD, STE 212",WOODLAND HILLS,91364,747-305-0435,550007887,Open,Home Health Agency,Investor - Corporation,,431,,,,,,
2024,2026-01-16T17:15:21Z,406195472,"HEALTHY PALACE HOME HEALTH CARE, INC","7335 VAN NUYS BLVD, STE 116",VAN NUYS,91405,747-300-0805,550007881,Closed,Home Health Agency,Investor - Corporation,,824,,,,,,
2024,2026-01-16T17:15:21Z,406195474,GLENWOOD HOME HEALTH INC,"225 E BROADWAY, STE 304B",GLENDALE,91205,747-737-3137,550007882,Open,Home Health Agency,Investor - Corporation,,3029,,,,,,
2024,2026-01-16T17:15:21Z,406195475,GLENDALE CARE HOME HEALTH,"225 E BROADWAY, STE 304C",GLENDALE,91205,747-265-3365,550007885,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406195477,CA CHOICE HOME HEALTH CARE,"19737 VENTURA BLVD, STE 300A",WOODLAND HILLS,91364,7473022001,550007878,Open,Home Health Agency,Investor - Corporation,0,130,,,,,,
2024,2026-01-16T17:15:21Z,406195479,"BLS HOME CARE, INC","225 E BROADWAY, STE 205B",GLENDALE,91205,8188604008,550007879,Open,Home Health Agency,Investor - Corporation,,4058,,,,,,
2024,2026-01-16T17:15:21Z,406195480,ZEUS HOME HEALTH,"25000 AVENUE STANFORD, UNIT 109",VALENCIA,91355,(818) 245-5560,550008056,Open,Home Health Agency,Investor - Corporation,,702,,,,,,
2024,2026-01-16T17:15:21Z,406195484,PRIMA CARE HOME HEALTH INC,"2500 E FOOTHILL BLVD, STE 508",PASADENA,91107,626-262-4402,550008123,Open,Home Health Agency,Investor - Corporation,,1571,,,,,,
2024,2026-01-16T17:15:21Z,406195485,"RED STAR HOME HEALTH CARE, INC","3171 LOS FELIZ BLVD, STE 312",LOS ANGELES,90039,(323) 741-0056,550008126,Open,Home Health Agency,Investor - Corporation,5,172,,,,,,
2024,2026-01-16T17:15:21Z,406195487,POWER HOME HEALTH INC,"183 N HILL AVE, STE 201",PASADENA,91106,626-800-0133,550007763,Open,Home Health Agency,Investor - Corporation,,1242,,,,,,
2024,2026-01-16T17:15:21Z,406195491,"COMFORT HOME HEALTH CARE SERVICES, INC.","7013 FOOTHILL BLVD, UNIT A",TUJUNGA,91042,626-550-0656,550008131,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406195493,EXCLUSIVE CHOICE HOME HEALTHCARE INC.,"1288 W GLENOAKS BLVD, UNIT A",GLENDALE,91201,7472406905,550008130,Open,Home Health Agency,Investor - Corporation,,924,,,,,,
2024,2026-01-16T17:15:21Z,406195495,"CANDID HOME HEALTH CARE, INC.","1670 HILLHURST AVE, STE 205",LOS ANGELES,90027,323-4078690,550008132,Open,Home Health Agency,Investor - Corporation,,172,,,,,,
2024,2026-01-16T17:15:21Z,406195500,"NURSE ANGELES HOME HEALTH CARE, INC.",14833 BURBANK BLVD,VAN NUYS,91411,707-666-7000,550008119,Open,Home Health Agency,Investor - Corporation,,191,,,,,,
2024,2026-01-16T17:15:21Z,406195501,"N&L HOME HEALTH CARE, INC.","3191 CASITAS AVE, STE 121F",LOS ANGELES,90039,323-741-0314,550008121,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406195504,GLENBURB HOME HEALTH INC.,"4910 SAN FERNANDO RD, UNIT A",GLENDALE,91204,(818) 966-5900,550008125,Open,Home Health Agency,Investor - Corporation,,9,,,,,,
2024,2026-01-16T17:15:21Z,406195505,COSMOS HOME CARE INC.,6342 COLDWATER CANYON AVE,NORTH HOLLYWOOD,91606,8187965595,550008120,Open,Home Health Agency,Investor - Corporation,0,1275,,,,,,
2024,2026-01-16T17:15:21Z,406195506,ESSENTIAL HOME HEALTH CARE CORP.,"18344 OXNARD ST, STE 204",TARZANA,91356,818-600-8617,550007750,Open,Home Health Agency,Investor - Corporation,,2868,,,,,,
2024,2026-01-16T17:15:21Z,406195509,ALL STATE PATIENT CARE,"18345 VENTURA BLVD, STE 204",TARZANA,91356,818-232-7093,550006750,Open,Home Health Agency,Investor - Corporation,,5123,,,,,,
2024,2026-01-16T17:15:21Z,406195513,AUXILIARY HOME HEALTH CARE,"6742 VAN NUYS BLVD, SUITE 100",VAN NUYS,91405,818-453-0587,550006075,Open,Home Health Agency,Investor - Corporation,0,545,,,,,,
2024,2026-01-16T17:15:21Z,406195516,CARING HOME HOME CARE INC,"4119 W BURBANK BLVD, SUITE 183",BURBANK,91505,(818) 457-9617,550007288,Open,Home Health Agency,Investor - Corporation,,462,,,,,,
2024,2026-01-16T17:15:21Z,406195518,"BEST SKILLED HOME HEALTH, INC.","10523 BURBANK BLVD, STE 222",NORTH HOLLYWOOD,91601,818-285-9159,550005971,Open,Home Health Agency,Investor - Corporation,,77,,,,,,
2024,2026-01-16T17:15:21Z,406195520,FLORENCE HOSPICE LLC,"7108 DE SOTO AVE, STE 205B",LOS ANGELES,91303,(818) 697-4477,550002732,Closed,Hospice,,,,2,20,14897,705585,363039,-331317
2024,2026-01-16T17:15:21Z,406195523,"GLOBE HOME HEALTH CARE, INC.","1010 N GLENDALE AVE, STE 208",GLENDALE,91206,818-696-2802,550006747,Open,Home Health Agency,Investor - Corporation,,3215,,,,,,
2024,2026-01-16T17:15:21Z,406195525,SKILLED A1 HOME HEALTH INC.,"14664 VICTORY BLVD, STE 105",VAN NUYS,91411,(818) 305-5352,550006889,Open,Home Health Agency,Investor - Corporation,0,11920,,,,,,
2024,2026-01-16T17:15:21Z,406195526,"NEW FRONTIER HOME HEALTH, INC","13615 VICTORY BLVD, STE 108",VAN NUYS,91401,747-217-0986,550006890,Open,Home Health Agency,Investor - Corporation,,1379,,,,,,
2024,2026-01-16T17:15:21Z,406195527,RIZE HOME HEALTH,"427 S VICTORY BLVD, STE 101",BURBANK,91502,8185883826,550006897,Open,Home Health Agency,Investor - Corporation,0,2128,,,,,,
2024,2026-01-16T17:15:21Z,406195528,WHITE ORCHID HOME HEALTH,"4119 W BURBANK BLVD, STE 115",BURBANK,91505,(818) 616-7275,550006898,Open,Home Health Agency,Investor - Corporation,,22068,,,,,,
2024,2026-01-16T17:15:21Z,406195529,ASSURE HOME HEALTH CARE,"217 N VERDUGO RD, STE D",GLENDALE,91206,747-245-9604,550006899,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406195530,"IDAN HOME HEALTH, INC","620 W ROUTE 66, STE 200",GLENDORA,91740,818-334-0303,550006900,Open,Home Health Agency,Investor - Corporation,,255,,,,,,
2024,2026-01-16T17:15:21Z,406195531,ADVANCED GLOBAL HEALTHCARE INC.,"1800 BROADVIEW DR, STE 250",GLENDALE,91208,8188394360,550006032,Open,Home Health Agency,Investor - Corporation,0,1225,,,,,,
2024,2026-01-16T17:15:21Z,406195534,SAPPHIRE HOMEHEALTH,"14545 FRIAR ST, STE 376",VAN NUYS,91411,8189228955,550008154,Open,Home Health Agency,Investor - Corporation,,1191,,,,,,
2024,2026-01-16T17:15:21Z,406195535,"ARMA HOME HEALTH, INC.","2063 S ATLANTIC BLVD, STE 2G",MONTEREY PARK,91754,(310) 909-7617,550006772,Open,Home Health Agency,Investor - Corporation,0,795,,,,,,
2024,2026-01-16T17:15:21Z,406195537,"L & H HOSPICE CARE, INC.","15335 MORRISON ST, STE 140",SHERMAN OAKS,91403,818-616-3019,550005992,Open,Hospice,,,,2,43,105027,687544,792571,133323
2024,2026-01-16T17:15:21Z,406195539,"BEST OF HOME HEALTH, INC.","7120 HAYVENHURST AVE, STE 119",VAN NUYS,91406,(213) 205-2525,550007350,Open,Home Health Agency,Investor - Corporation,0,6627,,,,,,
2024,2026-01-16T17:15:21Z,406195541,NEXT DOOR HOME HEALTH SERVICES,"125 S LOUISE ST, STE 21",GLENDALE,91205,818-213-9682,550006976,Open,Home Health Agency,Investor - Corporation,,10178,,,,,,
2024,2026-01-16T17:15:21Z,406195543,"PERMANENT HOME HEALTH, INC.","3715 MARKET ST, STE 112",GLENDALE,91208,8183307970,550007075,Open,Home Health Agency,Investor - Corporation,,310,,,,,,
2024,2026-01-16T17:15:21Z,406195554,ABBA HOSPICE INC.,"20955 PATHFINDER RD, STE 332",DIAMOND BAR,91765,9094682033,550004732,Open,Hospice,,,,4,3,17,86745,1233469,689274
2024,2026-01-16T17:15:21Z,406195555,RAINBOW COLORS HOME HEALTH SERVICE INC.,"6931 VAN NUYS BLVD, STE 207A",VAN NUYS,91405,(805) 426-4448,550004724,Open,Home Health Agency,,,,,,,,,
2024,2026-01-16T17:15:21Z,406195557,"DELANO HOME HEALTH CARE, INC.","20501 VENTURA BLVD, STE 280",WOODLAND HILLS,91364,818-835-9756,550005550,Open,Home Health Agency,Investor - Corporation,0,7784,,,,,,
2024,2026-01-16T17:15:21Z,406195560,"SERENITY NURSING SERVICES, INC.","11755 VICTORY BLVD, STE 290",NORTH HOLLYWOOD,91606,(818) 601-2160,550005586,Open,Home Health Agency,Investor - Corporation,,3769,,,,,,
2024,2026-01-16T17:15:21Z,406195561,"HEALTHY LIFE HOME SERVICES, INC","4730 WOODMAN AVE, STE 305",SHERMAN OAKS,91423,(818) 795-4864,550004524,Open,Home Health Agency,Investor - Corporation,,4133,,,,,,
2024,2026-01-16T17:15:21Z,406195566,"REACHWELL HOME HEALTH, INC.","25000 AVENUE STANFORD, STE 173",VALENCIA,91355,2133141546,550006059,Open,Home Health Agency,Investor - Corporation,,743,,,,,,
2024,2026-01-16T17:15:21Z,406195567,"TOP RATED HOME HEALTH, INC.","10523 BURBANK BLVD, STE 217",NORTH HOLLYWOOD,91601,818-308-3141,550005972,Closed,Home Health Agency,Investor - Corporation,,7878,,,,,,
2024,2026-01-16T17:15:21Z,406195568,OMEGA CARE HOME HEALTH,"842 N FAIR OAKS AVE, UNIT 150",PASADENA,91103,8886634280,550008179,Open,Home Health Agency,Investor - Corporation,0,3666,,,,,,
2024,2026-01-16T17:15:21Z,406195571,"SUN CITY HOME HEALTH CARE, INC.","20246 SATICOY ST, STE 208",WINNETKA,91306,818-818-5503,550007812,Open,Home Health Agency,,,13,,,,,,
