state,facid,npi,hcai_id,license_number,facility_name,business_name,contact_email,license_status,license_effective_date,license_expiration_date,address,city,zip,county,phone,lat,lng,category_name,category_code,data_date,exported_at,source_file
CA,630023113,,406195815,550007848,"DESANTE HOME HEALTH,INC.","DESANTE HOME HEALTH, INC.",DESANTEHH@GMAIL.COM,ACTIVE,02/15/2025,02/14/2026,"7136 HASKELL AVE, SUITE 201A",VAN NUYS,91406,LOS ANGELES,(800) 527-0118,34.200207,-118.474749,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021857,,406195595,550007407,"DIRECT CARE HOME HEALTH SERVICES, INC.","DIRECT CARE HOME HEALTH SERVICES, INC.",DIRECTCAREHOMEHEALTHSERVICES@GMAIL.COM,ACTIVE,12/09/2024,12/08/2025,17622 SHERMAN WAY,VAN NUYS,91406,LOS ANGELES,(818) 296-9037,34.200918,-118.517184,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630026418,,,550009254,ELEVATE HOME HEALTH CARE,ELEVATE HOME HEALTH CARE,ELEVATEHOMEHEALTHCARE@GMAIL.COM,ACTIVE,07/08/2025,07/07/2026,"17620 SHERMAN WAY, SUITE 105",VAN NUYS,91406,LOS ANGELES,(747) 273-0011,34.200918,-118.516995,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630027035,,,550009573,ELLEN NURSING HOME HEALTH SERVICES INC,ELLEN NURSING HOME HEALTH SERVICES INC,ELLENNURSINGHH@YAHOO.COM,ACTIVE,06/13/2025,12/12/2025,"17620 SHERMAN WAY, SUITE 211",VAN NUYS,91406,LOS ANGELES,(747) 946-7705,34.200918,-118.516995,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630018626,,406191980,550004985,EMPOWER HOME HEALTH CARE,EMPOWER HOME HEALTH CARE,JEREMY@EMPOWERHHC.COM,ACTIVE,10/11/2025,10/10/2026,"7065 HAYVENHURST AVE, SUITE 9",VAN NUYS,91406,LOS ANGELES,(818) 616-1111,34.19919,-118.49256,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021313,,406193361,550006968,EMPYREAN HOSPICE AND PALLIATIVE CARE INC,EMPYREAN HOSPICE AND PALLIATIVE CARE INC,EMPYREANHOSPICE@GMAIL.COM,ACTIVE,10/04/2023,10/03/2025,"7120 HAYVENHURST AVE, SUITE 404",VAN NUYS,91406,LOS ANGELES,(818) 415-8985,34.20001799,-118.492068,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630019213,,406192551,550005350,"EPIONE HOSPICE CARE, INC.","EPIONE HOSPICE CARE, INC",EPIONEHOSPICE@YAHOO.COM,ACTIVE,02/15/2024,02/14/2026,"17620 SHERMAN WAY, SUITE 216",VAN NUYS,91406,LOS ANGELES,(818) 885-8474,34.200918,-118.516995,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630026432,,,550009368,"ETIQUETTE HOME HEALTH, INC.","ETIQUETTE HOME HEALTH, INC.",ETIQUETTEHH@GMAIL.COM,ACTIVE,08/12/2025,08/11/2026,"15904 STRATHERN ST, SUITE 21",VAN NUYS,91406,LOS ANGELES,(800) 299-1787,34.215588,-118.479744,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630017966,1962908756,406191733,550004511,EXPRESS HOME CARE,EXPRESS HOME CARE,EHC247@YAHOO.COM,ACTIVE,01/15/2025,01/14/2026,"15643 SHERMAN WAY, SUITE 270",VAN NUYS,91406,LOS ANGELES,(661) 418-0111,34.201278,-118.474179,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630019253,,406192730,550005613,"EZRA HOSPICE, INC.","EZRA HOSPICE, INC.",EZRAHOSPICE@GMAIL.COM,ACTIVE,07/22/2024,07/21/2026,16114 HART ST,VAN NUYS,91406,LOS ANGELES,(310) 349-9312,34.1973,-118.48437,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630016713,1558724436,406190641,550004146,"FAMILY CARE HOME HEALTH AGENCY, INC.","FAMILY CARE HOME HEALTH AGENCY, INC.",FAMILYCAREHHA@GMAIL.COM,ACTIVE,02/07/2024,02/06/2025,"15643 SHERMAN WAY, SUITE 210",VAN NUYS,91406,LOS ANGELES,(818) 855-1401,34.201386,-118.474002,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630009821,,406196914,550000379,"FAMILY HEALTH SERVICES, INC.","FAMILY HEALTH SERVICES, INC.",FAMILY.HEALTHSERVICES@YAHOO.COM,ACTIVE,11/21/2024,11/20/2025,"7136 HASKELL AVE, SUITE 108",VAN NUYS,91406,LOS ANGELES,(818) 780-1355,34.200252,-118.4746455,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630027081,,,550009530,"FELICE HOME HEALTH, INC.","FELICE HOME HEALTH, INC.",FELICEHOMEHEALTH@GMAIL.COM,ACTIVE,05/11/2025,11/10/2025,"15904 STRATHERN ST, SUITE 25",VAN NUYS,91406,LOS ANGELES,(818) 305-5626,34.21549701,-118.479468,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021196,,406193161,550006431,FIRST RELIABLE,FIRST RELIABLE HOME CARE INC,1RELIABLEHOMECARE@GMAIL.COM,ACTIVE,06/21/2025,06/20/2026,"16501 SHERMAN WAY, SUITE 105",VAN NUYS,91406,LOS ANGELES,(818) 849-6357,34.201557,-118.4927625,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630022012,,406195727,550007698,"FIRST RELIABLE HOSPICE CARE, INC.","FIRST RELIABLE HOSPICE CARE, INC.",1RELIABLEHOSPICECARE@GMAIL.COM,ACTIVE,12/18/2023,12/17/2025,"16501 SHERMAN WAY, SUITE 105A",VAN NUYS,91406,LOS ANGELES,(818) 453-5124,34.201377,-118.4926905,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630018866,,406192483,550005278,FIRSTMED HOME HEALTH,FIRSTMED HOME HEALTH,FIRSTMEDHHC@GMAIL.COM,ACTIVE,02/13/2025,02/12/2026,"17620 SHERMAN WAY, SUITE 209",VAN NUYS,91406,LOS ANGELES,(818) 293-9429,34.200918,-118.516995,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021960,,406193315,550007120,"FLAGSTAFF HOSPICE CARE, INC.","FLAGSTAFF HOSPICE CARE, INC.",HOSPICE.FLAGSTAFF@YAHOO.COM,ACTIVE,11/03/2023,11/02/2025,"16955 SHERMAN WAY, UNIT B",VAN NUYS,91406,LOS ANGELES,(747) 400-2466,34.201368,-118.502955,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630026193,,,550009243,FREEDOM HOME HEALTH CARE,FREEDOM HOME HEALTH CARE,4FREEDOMHHC@GMAIL.COM,ACTIVE,07/08/2025,07/07/2026,"17620 SHERMAN WAY, SUITE 103",VAN NUYS,91406,LOS ANGELES,(818) 446-7515,34.200918,-118.516995,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630026027,,,550009238,G AND K HOME CARE INC.,G AND K HOME CARE INC.,GKHOME1234@GMAIL.COM,ACTIVE,07/12/2025,07/11/2026,"16430 VANOWEN ST, UNIT 204",LAKE BALBOA,91406,LOS ANGELES,(424) 354-9575,34.19351501,-118.491429,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630015468,1811302664,406198106,550003240,"GRIGMAR HOSPICE AND PALLIATIVE CARE, INC.","GRIGMAR HOSPICE AND PALLIATIVE CARE, INC.",GRIGMAR_HOSPICE@YAHOO.COM,ACTIVE,09/09/2019,09/08/2021,"7141 VALJEAN AVE, SUITE 200",VAN NUYS,91406,LOS ANGELES,(818) 779-0565,34.200468,-118.486197,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021444,,406196246,550007837,HART HOME HEALTH,HART HOME HEALTH,HARTHOMEHEALTH@GMAIL.COM,ACTIVE,02/11/2022,02/10/2023,16106B HART ST,VAN NUYS,91406,LOS ANGELES,(818) 802-2700,34.1973164,-118.4864181,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021459,,406194672,550007605,HART HOSPICE,HART HOSPICE,HARTHOSPICE@GMAIL.COM,ACTIVE,12/16/2023,12/15/2025,16106C HART ST,VAN NUYS,91406,LOS ANGELES,(818) 802-2700,34.19744471,-118.4839349,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630011427,1336343136,406197342,550000923,HEALTHY LIFE HOME HEALTH CARE,HEALTHY LIFE HOME HEALTH CARE,HEALTHYLIFEHHC@SBCGLOBAL.NET,ACTIVE,03/23/2023,03/22/2024,"7136 HASKELL AVE, SUITE 210",VAN NUYS,91406,LOS ANGELES,(818) 994-0182,34.200252,-118.4746455,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630018711,,406192438,550005331,"HVH HOME HEALTH, INC.","HVH HOME HEALTH, INC.",HVHHOMEHEALTH@GMAIL.COM,ACTIVE,10/06/2025,03/05/2026,"7100 HAYVENHURST AVE, SUITE 325",VAN NUYS,91406,LOS ANGELES,(818) 616-6011,34.199064,-118.492065,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630016049,1538547328,406190887,550004056,"ICARE HOME HEALTH SERVICES, INC.","ICARE HOME HEALTH SERVICES, INC.",ICAREHOMEHEALTHINC@GMAIL.COM,ACTIVE,11/01/2024,10/31/2025,"17620 SHERMAN WAY, SUITE 103",VAN NUYS,91406,LOS ANGELES,(818) 787-1548,34.200918,-118.516995,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630018560,,406192459,550005268,"LA GLOBAL HOME HEALTH CARE, INC.","LA GLOBAL HOME HEALTH CARE, INC.",LAGLOBALHOMEHEALTH@GMAIL.COM,ACTIVE,01/30/2024,01/29/2025,"7100 HAYVENHURST AVE, SUITE 113",VAN NUYS,91406,LOS ANGELES,(818) 922-2399,34.199172,-118.492218,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630026416,,,550009277,LA MEMORIAL HOME HEALTH CARE,LA MEMORIAL HOME HEALTH CARE,LAMEMORIALHHC@GMAIL.COM,ACTIVE,07/08/2025,07/07/2026,"17620 SHERMAN WAY, SUITE 105A",VAN NUYS,91406,LOS ANGELES,(800) 551-9161,34.200918,-118.516995,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630026440,,,550009193,"LA'S FINEST HOME HEALTH, INC.","LA'S FINEST HOME HEALTH, INC.",LAFINESTHH@GMAIL.COM,ACTIVE,06/07/2025,06/06/2026,"16946 SHERMAN WAY, SUITE 200",VAN NUYS,91406,LOS ANGELES,(323) 443-6633,34.20086309,-118.5029874,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020519,,406190224,550006083,"LIFE RENEWAL HOSPICE CARE, INC.","LIFE RENEWAL HOSPICE CARE, INC.",LIFERENEWALHOSPICE@GMAIL.COM,ACTIVE,02/19/2023,02/18/2025,"16442 VANOWEN ST, SUITE C",LAKE BALBOA,91406,LOS ANGELES,(323) 909-5655,34.193565,-118.491714,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630024777,,406196561,550008293,LUCKY HOME HEALTH CARE,LUCKY HOME HEALTH CARE,LUCKYHOMEHEALTHCARE9@GMAIL.COM,ACTIVE,10/07/2025,12/21/2025,"17620 SHERMAN WAY, SUITE 207",VAN NUYS,91406,LOS ANGELES,(818) 237-3917,34.200792,-118.517094,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630014538,1619301553,406198007,550002793,"MAKA HOSPICE, INC.","MAKA HOSPICE, INC.",MAKAHOSPICE@YAHOO.COM,ACTIVE,08/05/2024,08/04/2026,"7120 HAYVENHURST AVE, SUITE 112",VAN NUYS,91406,LOS ANGELES,(818) 786-0035,34.200018,-118.4920515,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021647,,406205586,550007792,MD HOME HEALTH CARE SERVICES INC,MD HOME HEALTH CARE SERVICES INC,MDCAREINC@GMAIL.COM,ACTIVE,01/17/2025,01/16/2026,"6747 ODESSA AVE, SUITE 201",VAN NUYS,91406,LOS ANGELES,(747) 444-4171,34.193214,-118.490391,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630022230,,406195459,550008079,MEDICUS COMMUNITY HOME HEALTH,MEDICUS COMMUNITY HOME HEALTH,MEDICUSHOMEHEALTH@GMAIL.COM,ACTIVE,06/18/2025,06/17/2026,16555A GAULT ST,VAN NUYS,91406,LOS ANGELES,(818) 522-1716,34.19941212,-118.4940926,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630018447,1407322571,406191731,550004773,MILLENNIUM HEALTH CORP,MILLENNIUM HEALTH CORP,MILLENNIUMHEALTHCORP@YAHOO.COM,ACTIVE,06/14/2025,06/13/2026,"16935 VANOWEN ST, SUITE D",VAN NUYS,91406,LOS ANGELES,(818) 337-7777,34.194033,-118.502469,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630026547,,,550009081,MODERN DAY HOME HEALTH CARE INC.,MODERN DAY HOME HEALTH CARE INC.,MODERNDAYHOMEHEALTH@GMAIL.COM,ACTIVE,04/24/2025,04/23/2026,"7120 HAYVENHURST AVE, SUITE 207",VAN NUYS,91406,LOS ANGELES,(818) 922-2157,34.199703,-118.492209,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021156,,406193285,550007113,"MS HOSPICE & PALLIATIVE CARE, INC.","MS HOSPICE & PALLIATIVE CARE, INC.",CONTACT@MSHOSPICE.ORG,ACTIVE,09/20/2025,09/19/2027,"16555 SHERMAN WAY, SUITE B-2",VAN NUYS,91406,LOS ANGELES,(747) 322-0126,34.20128529,-118.4939992,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630026934,,,550009803,"NATIONAL HOME HEALTH CARE SERVICES, INC","NATIONAL HOME HEALTH CARE SERVICES, INC",,ACTIVE,11/14/2025,05/13/2026,"15904 STRATHERN ST, SUITE 9",VAN NUYS,91406,LOS ANGELES,(424) 566-7656,34.215588,-118.479744,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020622,,406195621,550006039,"NEELIMA HOME HEALTH, INC.","NEELIMA HOME HEALTH, INC.",NEELIMAHHC1@GMAIL.COM,ACTIVE,02/03/2025,02/02/2026,"17620 SHERMAN WAY, SUITE 102",VAN NUYS,91406,LOS ANGELES,(818) 305-4164,34.200918,-118.516995,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630018644,1215494182,406192462,550005461,"NEW DREAM MANAGEMENT HEALTH CARE, INC.","NEW DREAM MANAGEMENT HEALTH CARE, INC.",NEWDREAM0101@GMAIL.COM,ACTIVE,05/04/2025,05/03/2026,"15643 SHERMAN WAY, SUITE 330",VAN NUYS,91406,LOS ANGELES,(818) 646-1270,34.201386,-118.474002,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630018516,1184196263,406191900,550004960,PINK CROSS HOME HEALTH INC.,PINK CROSS HOME HEALTH INC.,PINKCROSSHOME@GMAIL.COM,ACTIVE,09/19/2025,09/18/2026,7250 VALJEAN AVE,VAN NUYS,91406,LOS ANGELES,(626) 331-0708,34.202682,-118.4857515,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020674,1861002735,406193834,550005997,PRN HOSPICE,DM CARE HOSPICE,DMCAREHOSPICE@YAHOO.COM,ACTIVE,02/05/2023,02/04/2025,"7100 HAYVENHURST AVE, UNIT 309",VAN NUYS,91406,LOS ANGELES,(818) 946-8242,34.199172,-118.492218,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630025479,,,550009653,"PROMED HOME HEALTH SERVICES, INC.","PROMED HOME HEALTH SERVICES, INC.",PROMEDHHS@GMAIL.COM,ACTIVE,08/20/2025,02/19/2026,"17620 SHERMAN WAY, SUITE 203",VAN NUYS,91406,LOS ANGELES,(818) 268-6517,34.200918,-118.516995,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630026229,,,550009204,PROSPERITY HOME HEALTH,PROSPERITY HOME HEALTH,4PROSPERITYHH@GMAIL.COM,ACTIVE,06/17/2025,06/16/2026,"15904 STRATHERN ST, SUITE 15",VAN NUYS,91406,LOS ANGELES,(747) 477-4577,34.215588,-118.479744,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020558,1548878317,406194829,550006123,PROVISION HOME HEALTH CARE INC,PROVISION HOME HEALTH CARE INC,INFO@PROVISIONHOMEHEALTHCAREINC.COM,ACTIVE,02/15/2025,02/14/2026,"16600 SHERMAN WAY, SUITE 205",VAN NUYS,91406,LOS ANGELES,(747) 230-4406,34.20074,-118.495147,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630026426,,,550009522,"R&R HOME HEALTH, INC.","R&R HOME HEALTH, INC.",RRHOMEHEALTHINC@GMAIL.COM,ACTIVE,10/07/2025,10/06/2026,"15904 STRATHERN ST, SUITE 8",VAN NUYS,91406,LOS ANGELES,(877) 406-9727,34.215588,-118.479744,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630019146,1811538010,406192717,550005575,"REST ASSURED HOSPICE, INC","REST ASSURED HOSPICE, INC",RESTASSUREDHOSPICEINC@GMAIL.COM,ACTIVE,11/20/2024,07/02/2026,16102B HART ST,VAN NUYS,91406,LOS ANGELES,(818) 655-0272,34.19734299,-118.484299,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630023389,,406195462,550008063,ROI HOME HEALTH CARE INC.,ROI HOME HEALTH CARE INC.,ROIHOMEHEALTH@GMAIL.COM,ACTIVE,06/21/2025,06/20/2026,"7600 BALBOA BLVD, UNIT 204B",VAN NUYS,91406,LOS ANGELES,(747) 282-0446,34.208694,-118.50093,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630024742,,406196153,550008221,"ROSEN HOME HEALTH, INC","ROSEN HOME HEALTH, INC",ADMIN@ROSENHOMEHEALTH.COM,ACTIVE,11/11/2024,11/10/2025,"7136 HASKELL AVE, SUITE 215",VAN NUYS,91406,LOS ANGELES,(818) 617-2111,34.20023998,-118.474662,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021041,,406194634,550007573,SAFE HANDS HOSPICE CARE INC.,SAFE HANDS HOSPICE CARE INC.,SAFEHANDSHOSPICE@GMAIL.COM,ACTIVE,02/11/2025,12/16/2025,"16600 SHERMAN WAY, SUITE 225",VAN NUYS,91406,LOS ANGELES,(747) 234-0949,34.20075044,-118.4951561,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630018293,,406192673,550005529,ST PETER'S HOSPICE SERVICES,ST PETER'S HOSPICE SERVICES,SPP16106@GMAIL.COM,ACTIVE,01/18/2022,01/17/2024,16106 HART ST,VAN NUYS,91406,LOS ANGELES,(747) 900-8664,34.1973,-118.48437,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630012865,1497062046,406197533,550001552,"ST. PETER'S HOSPICE CARE, INC.","ST. PETER'S HOSPICE CARE, INC.",STPETERSHOSPICECAREINC@GMAIL.COM,ACTIVE,04/07/2025,04/06/2027,"16501 SHERMAN WAY, SUITE 215",VAN NUYS,91406,LOS ANGELES,(818) 394-9535,34.201377,-118.4926905,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630027819,,,550009840,ST. RAPHAEL ARCHANGEL HOME HEALTH CARE INC,ST RAPHAEL ARCHANGEL HOME HEALTH CARE INC,STRAPHAELARCHANGELHHC@GMAIL.COM,ACTIVE,11/21/2025,05/20/2026,"7136 HASKELL AVE, SUITE 309A",VAN NUYS,91406,LOS ANGELES,(818) 922-2228,34.20023998,-118.474662,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020722,,406194782,550007223,SUNSET HOSPICE INC.,"SUNSET HOSPICE, INC.",SOCALSUNSETHOSPICE@GMAIL.COM,ACTIVE,11/16/2023,11/15/2025,"16501 SHERMAN WAY, UNIT 215A",VAN NUYS,91406,LOS ANGELES,(818) 809-3780,34.201377,-118.4926905,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630022427,,406195797,550007825,"SWIFT HOME HEALTH, INC.","SWIFT HOME HEALTH, INC.",SWIFTHOMEHEALTH@GMAIL.COM,ACTIVE,01/22/2025,01/21/2026,"7120 HAYVENHURST AVE, SUITE 214",VAN NUYS,91406,LOS ANGELES,(818) 488-6688,34.199703,-118.492209,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630021061,,406194859,550006832,THE MISSION HOSPICE,"MISSION HOSPICE & PALLIATIVE CARE, INC",INFO@THEMISSIONHOSPICE.COM,ACTIVE,09/16/2025,09/15/2027,"7100 HAYVENHURST AVE, SUITE 206",VAN NUYS,91406,LOS ANGELES,(818) 290-3261,34.19906798,-118.492063,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630018688,1801354691,406191975,550005055,"TRINITY HOME HEALTH CARE, INC.","TRINITY HOME HEALTH CARE, INC.",HHCBYTRINITY@GMAIL.COM,ACTIVE,11/05/2025,11/04/2026,"7100 HAYVENHURST AVE, SUITE 309",VAN NUYS,91406,LOS ANGELES,(818) 514-0573,34.19906798,-118.492063,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630025675,,,550009160,"TRUE COMPASSION HOME HEALTH, INC.","TRUE COMPASSION HOME HEALTH, INC.",TRUECOMPASSIONHH@GMAIL.COM,ACTIVE,04/29/2025,04/28/2026,"7136 HASKELL AVE, SUITE 201",VAN NUYS,91406,LOS ANGELES,(800) 861-4745,34.200207,-118.474749,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630013316,1790068765,406197691,550001897,USM HOSPICE,"US MEDTRADE HOSPICE, INC.",USM.HOSPICE@GMAIL.COM,ACTIVE,04/03/2024,04/02/2026,"16159 COHASSET ST, SUITE 201",VAN NUYS,91406,LOS ANGELES,(818) 761-2721,34.206723,-118.4856255,HOSPICE,HOSPICE,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
CA,630020597,,406193473,550007095,"VERITY HOME HEALTH, INC.","VERITY HOME HEALTH, INC.",VERITYHHC@GMAIL.COM,ACTIVE,10/29/2025,10/28/2026,"17620 SHERMAN WAY, SUITE 101",VAN NUYS,91406,LOS ANGELES,(818) 588-4247,34.200918,-118.516995,HOME HEALTH AGENCY,HHA,10/18/2025,2026-01-16T17:15:14Z,D:\somacosf\outputs\hippocratic\data\derived\state\CA\all.min.json
